;genres;app_name;release_date;tags;specs;price;id;developer
4706;['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];Warriors' Wrath;2016-05-07;['Action', 'Adventure', 'Indie', 'Casual', 'RPG'];['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];2.99;466420;Storm Sharks Production
4707;['Strategy'];Panzer Corps: U.S. Corps '43;2016-05-26;['Strategy'];['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Includes level editor'];4.99;452981;Flashback Games,The Lordz Games Studio
4717;['Adventure', 'Indie', 'Strategy'];The Incredible Baron;2016-05-27;['Indie', 'Strategy', 'Adventure', 'Pixel Graphics', 'Tower Defense', 'RTS'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];4.99;441510;FlatRedBall
4731;['Casual', 'Indie'];Resette's Prescription ~Book of memory, Swaying scale~;2016-05-30;['Indie', 'Casual', 'Anime', 'Point & Click', 'Puzzle', 'Female Protagonist'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];12.99;463460;Liz-Arts
4740;['Indie', 'Simulation', 'Strategy'];Music Wars Empire;2016-06-01;['Simulation', 'Indie', 'Strategy'];['Single-player', 'Includes level editor'];14.99;479100;Antuan Johnson
4774;['Action', 'Adventure', 'Casual', 'Indie'];Yellow: The Yellow Artifact;2016-06-07;['Adventure', 'Indie', 'Casual', 'Action', 'Platformer', 'Atmospheric', 'Story Rich', 'Simulation', 'MMORPG'];['Single-player', 'Steam Trading Cards', 'Steam Cloud'];0.99;486820;7Config,BadDoge
4775;['Action', 'Indie'];GentleMoon 2;2016-02-29;['Action', 'Indie'];['Single-player', 'Steam Trading Cards'];2.99;488890;Vidas Salavejus
4792;['Action', 'Adventure'];Sherlock Holmes: The Devil's Daughter;2016-06-10;['Detective', 'Adventure', 'Story Rich', 'Action', 'Mystery', 'Crime', 'Open World', 'Puzzle', 'Singleplayer', 'Atmospheric', 'Third Person', 'Psychological Horror', 'Horror', 'Multiplayer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];49.99;350640;Frogwares
4796;['Action', 'Casual', 'Indie'];Crazy Otto;2016-06-12;['Action', 'Indie', 'Casual'];['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];3.99;484890;Extend Mode
4798;['Adventure', 'Indie', 'RPG'];DashBored;2016-06-13;['Indie', 'Adventure', 'RPG', 'Atmospheric', 'Funny', 'RPGMaker', 'Pixel Graphics'];['Single-player', 'Steam Trading Cards', 'Partial Controller Support'];4.99;490860;Fading Club
4799;['Action', 'Indie'];GAIN;2016-05-24;['Action', 'Indie', 'Stealth', 'Difficult', 'First-Person'];['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Leaderboards'];4.99;458450;Worldgame entertainement
4800;['Action', 'Casual'];GemBreak;2016-06-14;['Casual', 'Action', 'Puzzle', 'Arcade', '2D', 'Funny', 'Puzzle-Platformer'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];4.0;491160;Ballista Studios IVS
4813;['Casual', 'Free to Play', 'Simulation', 'Sports'];Zaccaria Pinball - Blackbelt Table;2016-06-16;['Free to Play', 'Casual', 'Simulation', 'Sports'];['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];1.99;478034;Magic Pixel Kft.
4816;['Action'];Straight Pigtails & Golden Straight Pigtails;2016-06-15;['Action'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards'];1.99;467039;TAMSOFT
4821;['Casual', 'Free to Play', 'Simulation', 'Sports'];Zaccaria Pinball - Circus Table;2016-06-16;['Free to Play', 'Casual', 'Simulation', 'Sports'];['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];1.99;478056;Magic Pixel Kft.
4828;['Casual', 'Free to Play', 'Simulation', 'Sports'];Zaccaria Pinball - Hot Wheels Table;2016-06-16;['Free to Play', 'Casual', 'Simulation', 'Sports'];['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];1.99;478036;Magic Pixel Kft.
4835;['Action', 'Adventure', 'Indie', 'RPG'];The book of commands : Lost Symbol;2016-06-16;['Action', 'Adventure', 'Indie', 'RPG'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];9.99;488500;Limpage
4845;['Adventure', 'Indie'];Hadean Lands;2014-10-30;['Interactive Fiction', 'Choose Your Own Adventure', 'Text-Based', 'Indie', 'Adventure'];['Single-player', 'Steam Trading Cards'];11.99;376240;Zarfhome Software
4851;['Simulation', 'Sports'];Robot Arena III;2016-06-20;['Simulation', 'Sports', 'Robots', 'Building'];['Single-player', 'Multi-player', 'Steam Workshop', 'Partial Controller Support'];19.99;363530;Gabriel Interactive
4853;['Action'];PAC-MAN 256;2016-06-21;['Action', 'Arcade', 'Casual', 'Retro', 'Multiplayer', 'Singleplayer', 'Local Multiplayer', 'Memes', '4 Player Local', 'Local Co-Op'];['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];4.99;455400;BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets
4855;['Simulation'];Flight 787 - Advanced;2016-06-25;['Simulation', 'Flight'];['Single-player', 'Partial Controller Support'];7.99;490380;idris Celik
4869;['Action', 'Adventure', 'Casual', 'Indie'];Ultimate Chicken Horse Soundtrack;2016-06-23;['Action', 'Adventure', 'Indie', 'Casual'];['Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];9.99;493070;Clever Endeavour Games
4873;['Action', 'Indie', 'RPG'];Guardians of Orion (ELITE EDITION);2016-06-23;['Action', 'RPG', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];49.99;493610;Trek Industries, Inc
4882;['Strategy'];Legends of Callasia - Full Game;2016-07-01;['Strategy', 'Fantasy', 'Multiplayer', 'Wargame'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements'];14.99;492640;Boomzap Entertainment
4883;['Adventure'];神明的一天世界(God's One Day World);2016-07-01;['Adventure', 'Visual Novel', 'Anime', 'Casual', 'Indie', 'Puzzle'];['Single-player', 'Steam Trading Cards'];9.99;490390;灰烬天国
4884;['Strategy'];Cthulhu Realms;2016-07-01;['Strategy', 'Card Game', 'Lovecraftian'];['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'In-App Purchases'];4.99;485000;White Wizard Games
4885;['Indie', 'Simulation', 'Strategy'];Earth Space Colonies;2016-07-01;['Simulation', 'Strategy', 'Indie', 'Survival', 'Space', 'City Builder'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];9.99;437870;Persona and Pixel studio
4893;['Simulation', 'Sports'];Cricket Captain 2016;2016-07-04;['Sports', 'Simulation'];['Single-player', 'Online Multi-Player', 'Steam Achievements'];12.99;462700;Childish Things
4895;['Simulation'];TS Marketplace: LMS P3 Coaches Pack 02;2016-07-05;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards'];4.99;295201;Matrix Trains
4908;['Action', 'Adventure', 'Casual', 'Indie'];Goblins and Grottos;2016-07-07;['Indie', 'Adventure', 'Casual', 'Action', 'Platformer', 'Pixel Graphics', 'Puzzle-Platformer', 'Fantasy', 'Dungeon Crawler', 'Level Editor', 'Comedy', 'Stealth', 'Parody', 'Physics', 'Retro', 'Funny', '2D'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor'];12.99;389190;Psychic Software,Goblin Portal
4925;['Adventure'];Song of the Deep - Soundtrack;2016-07-12;['Adventure'];['Single-player', 'Downloadable Content'];9.99;475210;Insomniac Games
4933;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];Devilian - Devil Pack;2016-07-12;['Action', 'RPG', 'Massively Multiplayer', 'Free to Play'];['Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Trading Cards', 'In-App Purchases'];4.99;498220;Bluehole Ginno Games
4948;['Action', 'Free to Play', 'Early Access'];SpellKnights;2016-06-28;['Early Access', 'Free to Play', 'Action', 'Arena Shooter', 'Multiplayer', 'Competitive'];['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Stats'];0.0;444620;Mechanical Boss
4962;['Action', 'Indie', 'Sports'];Push Me Pull You;2016-07-14;['Sports', 'Indie', 'Action', 'Local Multiplayer', 'Psychological Horror'];['Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];14.99;362380;House House
4967;['Action', 'Adventure'];Homefront®: The Revolution - The Guerrilla Care Package;2016-07-15;['Action', 'Adventure'];['Single-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Stats'];4.99;455350;Dambuster Studios
4975;['Adventure', 'Indie'];Adventure Apes and the Mayan Mystery;2012-09-01;['Indie', 'Adventure', 'Metroidvania', 'Pixel Graphics', 'Platformer'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];2.99;461830;ScaryPotato
4989;['Action'];BM03 Vegalta Gold;2016-07-18;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];1.99;464204;SANDLOT
5013;['Casual', 'Indie', 'Strategy'];Lord Mayor;2016-07-21;['Strategy', 'Indie', 'Casual'];['Single-player'];1.99;499330;John McCann
5027;['Adventure', 'Casual'];Echoes of the Past: Kingdom of Despair Collector's Edition;2016-07-21;['Adventure', 'Casual', 'Hidden Object'];['Single-player'];9.99;503080;Orneon Limited
5030;['RPG'];Phantom Brave PC / ファントム・ブレイブ PC;2016-07-25;['RPG', 'JRPG', 'Strategy RPG', 'Anime', 'Pixel Graphics', 'Tactical RPG', 'Turn-Based', 'Singleplayer', 'Female Protagonist', 'Turn-Based Tactics', 'Great Soundtrack'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];14.99;409870;Nippon Ichi Software, Inc.
5032;['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Red is Dead - The Complex Fun Random Level Fast Strategy Game;2016-07-22;['Strategy', 'Indie', 'Action', 'Adventure', 'Casual'];['Single-player', 'Steam Trading Cards'];1.99;503130;Theodore Palser
5034;['Action', 'Adventure', 'Indie'];ASRECorp;2016-07-22;['Action', 'Adventure', 'Indie', 'Great Soundtrack', 'First-Person', 'Sci-fi', 'Shooter', 'Funny', 'Atmospheric', 'Singleplayer', 'Stylized', 'Wargame', 'Survival', 'War', 'Choices Matter', 'Space', 'Choose Your Own Adventure', 'Action-Adventure'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];0.99;498580;Luke Cripps
5039;['Action', 'Casual', 'Indie'];Dragon Rage;2016-07-22;['Indie', 'Casual', 'Action', 'Dragons'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];6.99;498190;Bulletproof Outlaws
5043;['Action', 'Adventure', 'Casual', 'Indie'];Inverted;2016-07-22;['Indie', 'Casual', 'Action', 'Adventure', 'Platformer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];2.99;496870;Versus System
5050;['Casual', 'Indie', 'Simulation', 'Strategy'];Just Deserts - Original Sound Track;2016-07-25;['Strategy', 'Indie', 'Casual', 'Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards'];1.99;507020;Vifth Floor
5053;['Action', 'Indie'];Legends of the Universe - StarCore;2016-07-25;['Action', 'Indie', 'Platformer', 'Metroidvania', '2D', 'Singleplayer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];3.99;482330;LunarCore Games
5060;['Indie'];Strange Night;2016-07-26;['Indie', 'Horror', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Dark'];['Single-player'];3.99;496640;LB
5061;['Casual'];The Hidden Dragon;2016-07-26;['Casual', 'Hidden Object'];['Single-player', 'Steam Trading Cards'];4.99;498040;EnsenaSoft
5071;['Casual', 'Indie'];Quatros Origins;2016-07-29;['Casual', 'Indie', 'Puzzle'];['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];4.99;421870;Stijn Van Coillie,Tracy Baeckelandt
5074;['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Fly and Destroy;2016-07-27;['Casual', 'Action', 'Indie', 'Strategy', 'Adventure'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];1.99;508180;Just1337 Studio
5093;['Action', 'Casual', 'Indie', 'Simulation', 'Sports'];Snow Horse;2016-08-03;['Action', 'Indie', 'Casual', 'Sports', 'Simulation', 'Memes'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards'];5.99;270030;KinifiGames LLC
5094;['Casual', 'Indie', 'Simulation'];Voodoo Garden;2016-08-04;['Casual', 'Indie', 'Simulation', 'Clicker', 'Cute', 'Agriculture', 'Relaxing', '2D', 'Building', 'Colorful', 'Atmospheric', 'Family Friendly', 'Management', 'RPG', 'Singleplayer', 'Funny', 'Action', 'Illuminati', 'Touch-Friendly', 'Strategy'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];2.99;502770;M. Hanka
5101;['Action', 'Adventure', 'Indie'];The Cat! Porfirio's Adventure;2016-08-04;['Indie', 'Adventure', 'Action', 'Family Friendly', 'Cute'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];3.99;492270;Cats Who Play
5102;['Adventure', 'Indie', 'RPG'];Haven;2016-08-04;['Adventure', 'RPG', 'Indie', 'RPGMaker'];['Single-player', 'Steam Trading Cards'];4.99;508540;Cleril Calamity Studios
5109;['RPG', 'Simulation', 'Strategy'];Little King's Story;2016-08-05;['Strategy', 'RPG', 'Simulation', 'Cute', 'Great Soundtrack'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];19.99;390310;Marvelous, Inc.
5113;['Action', 'Casual', 'Indie'];BlackSmith HIT;2016-08-05;['Casual', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];0.99;508170;ENTERi
5117;['Action', 'Indie', 'RPG'];Frozen State;2016-08-05;['Survival', 'RPG', 'Horror', 'Zombies', 'Action', 'Crafting', 'Top-Down', 'Indie', 'Survival Horror', 'Open World', 'Exploration', 'Isometric', 'Sandbox', 'Resource Management', 'Stealth', 'Adventure', 'Inventory Management', 'Singleplayer', 'Multiplayer', 'Post-apocalyptic'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats'];11.99;270270;Flox Studios Ltd.
5131;['Simulation'];IL-2 Sturmovik: Battle of Moscow;2016-08-09;['Simulation', 'Flight'];['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support'];49.99;502870;1C Game Studios,777 Studios
5146;['Casual', 'Indie', 'RPG'];Wanda - A Graphic Novel;2016-08-11;['RPG', 'Indie', 'Casual', 'Story Rich', 'RPGMaker'];['Single-player', 'Downloadable Content', 'Partial Controller Support'];1.99;497930;Kodots Games
5147;['Action', 'Casual', 'Indie', 'Simulation', 'Strategy'];Pixel Puzzles 2: RADical ROACH;2016-08-12;['Casual', 'Indie', 'Simulation', 'Action', 'Strategy', 'Puzzle'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud'];9.99;504880;DL Softworks
5149;['Action', 'Adventure', 'Indie', 'Strategy'];OCCHIO;2016-08-11;['Action', 'Adventure', 'Indie', 'Strategy', 'Puzzle-Platformer'];['Single-player', 'Full controller support'];1.99;513140;Acerio Games
5165;['Action', 'Casual', 'Indie', 'Racing', 'Sports'];Death Stair;2016-08-16;['Casual', 'Action', 'Indie', 'Sports', 'Multiplayer', 'Great Soundtrack', 'Family Friendly', 'Racing', 'Fast-Paced', '4 Player Local', 'Local Multiplayer', 'Funny', 'Competitive', 'Singleplayer', 'Physics', 'Colorful', 'Controller', 'Difficult'];['Multi-player', 'Local Multi-Player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support'];2.99;444880;Fun Sponge Games
5166;['Adventure'];Gebub's Adventure;2016-08-16;['Adventure'];['Single-player', 'Steam Achievements', 'Full controller support'];4.99;509160;John Wallie
5170;['Casual', 'Indie'];Super Markup Man;2016-08-16;['Indie', 'Casual', 'Programming', 'Local Co-Op', 'Education', 'Puzzle'];['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];3.99;502210;Roppy Chop Studios
5175;['Action', 'Adventure', 'Indie', 'RPG', 'Strategy'];AuroraRL - OST;2016-08-17;['Strategy', 'Action', 'Adventure', 'RPG', 'Indie'];['Single-player', 'Downloadable Content', 'Steam Achievements'];1.99;497740;Sun Dogs
5190;['Adventure', 'Casual', 'Indie'];Preston Sterling;2016-08-18;['Adventure', 'Indie', 'Casual'];['Single-player'];4.99;516650;Animation Arts Creative GmbH
5192;['Adventure', 'Indie'];Vision of Aurora Borealis;2016-08-22;['Indie', 'Adventure', 'Visual Novel', 'Anime'];['Single-player'];3.99;492080;Purin Productions
5203;['Indie', 'Simulation', 'Strategy'];Tribe Of Pok;2016-08-23;['Indie', 'Simulation', 'Strategy'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];9.99;505140;Poking Water Games
5209;['Racing', 'Simulation', 'Sports'];Automobilista;2016-02-29;['Racing', 'Simulation', 'Sports', 'Realistic', 'Multiplayer'];['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support'];29.99;431600;Reiza Studios
5210;['RPG', 'Strategy'];"Hyperdimension Neptunia Re;Birth1 Deluxe Pack / DELUXEセット（ディジタル限定版）/ 數位附錄套組（數字限定版）";2016-08-24;['Strategy', 'RPG'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards'];9.99;513730;Idea Factory, Inc.
5228;['Adventure', 'Casual', 'Indie'];Optika;2016-08-26;['Casual', 'Indie', 'Adventure', 'Puzzle', 'Physics'];['Single-player', 'Steam Achievements', 'Steam Trading Cards'];4.99;504400;Vadim Ledyaev
5233;['Adventure', 'Indie', 'RPG'];Warriors of Vilvatikta;2016-08-26;['RPG', 'Indie', 'Adventure', 'RPGMaker'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];0.99;515690;RPG Video
5245;['Simulation', 'Strategy'];Caesar™ IV;2006-09-09;['Strategy', 'Simulation', 'City Builder', 'Rome', 'Historical'];['Single-player'];9.99;517810;Tilted Mill Entertainment, Inc.
